,age,skills,city,gender,specialty,java,maven,git,sql,hibernate,spring,oop,student,education_level,total_experience,skill_set,rubbish,rating
401,29,0,Podolsk,male,javajun,1,1,1,1,0,1,1,1,master,64,"Английский язык,CODESYS,АСУ ТП,IEC 61131-3,Big Data,Java EE,Bootstrap,Angular,HTML5,CSS,JavaScript,MySQL,jQuery,Git,GitLab,Node.js,Visual Studio Code,Python,ООП,SQL,Java,Spring Framework,Apache Maven,XML,Linux,REST API,Intellij IDEA,MVC,Jupyter Notebook,JDBC",1,0.0
402,31,0,Москва,female,developer,1,0,1,1,0,1,1,0,higher,13,"Git,Java,MySQL,ООП,Spring Framework,Linux,XML,1С программирование,1С администрирование,1С Бухгалтерия,1С: Управление Торговлей,1С УНФ,1С: Розница",6,0.2
403,26,0,Минск,male,javadeveloper,1,0,0,1,1,1,0,0,higher,56,"Java SE,Java EE,MySQL,Java Servlets,XML,HTML5,Hibernate ORM,Apache Tomcat,Android SDK,C++,MFC,Spring Framework",0,0.0
404,24,1,Лобня,male,developer,0,0,1,1,0,0,1,1,unfinished_higher,0,"Разработка ПО,HTML,CSS,MySQL,C++,Git,ООП,PHP",1,0.0
405,25,1,Москва,male,javaintern,1,0,1,0,0,0,1,0,higher,55,"Java,ООП,Git",0,0.2
406,26,1,Алматы,female,javajun,1,0,1,1,0,0,1,0,unfinished_higher,35,"Oracle Pl/SQL,Java,SQL,ООП,Git,Android",0,0.0
407,26,0,Нур-Султан,male,other,0,0,0,0,0,0,0,0,secondary,47,"HTML,CSS,JavaScript",0,0.0
408,24,0,Улан-Удэ,male,other,0,0,1,1,0,0,1,0,unfinished_higher,0,"C++,ООП,Git,C#,SQL,3ds Max",0,0.2
409,26,1,Москва,male,javajun,1,0,1,1,1,1,1,1,master,0,"Java,Git,MySQL,ООП,JDBC,Hibernate ORM,Spring Framework,Linux,JPA",0,0.0
410,22,1,Москва,male,javajun,1,1,1,1,1,1,0,1,bachelor,0,"Java EE,Java SE,Git,Apache Maven,Hibernate ORM,PostgreSQL,XML,JDBC,Apache Tomcat,Spring Framework",0,0.2
411,23,1,Уфа,male,developer,1,0,1,1,0,0,0,1,unfinished_higher,0,"Java,HTML5,JavaScript,Adobe Photoshop,VBA,jQuery,Delphi,Android,MySQL,react,react js,Git,CSS3",0,0.0
412,23,0,Туркестан,male,other,1,0,1,1,0,0,1,0,secondary,27,"Ответственность,HTML5,CSS3,JavaScript,Adobe Photoshop,Python,Bootstrap,PHP,PHP5,CSS,C#,C++,Java,Управление проектами,ООП,MS SQL,Ведение переговоров,Английский язык,Организаторские навыки,Git,Linux,Работа в команде,Управление персоналом,Деловое общение",7,0.0
413,21,1,Москва,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,"Поиск информации в интернет,Пользователь ПК,Грамотная речь",3,0.0
414,24,1,Воскресенск,male,other,1,0,0,1,0,0,0,0,special_secondary,61,"Настройка ПК,Настройка сетевых подключений,Настройка ПО,Администрирование сетевого оборудования,MS Office,SQL,Java SE,Windows Server,Средства криптографической защиты информации,HTML,CSS,Cisco",5,0.0
415,26,1,Москва,male,javajun,1,1,0,0,0,0,0,0,master,71,"Деловое общение,Деловая переписка,Работа в команде,Грамотная речь,Навыки межличностного общения,Корпоративная этика,Ведение переговоров,Пользователь ПК,Управление проектами,Деловая коммуникация,Лидерские качества,HTML,CSS,Java,Intellij IDEA,Java SE,Apache Maven",11,0.0
416,31,0,Курск,male,javadeveloper,1,0,1,1,1,1,1,0,higher,106,"Java,Git,MySQL,PostgreSQL,Spring Framework,ООП,Hibernate ORM",0,0.0
417,19,1,Уфа,male,developer,1,0,1,1,0,0,0,0,secondary,0,"C#,Java,PostgreSQL,Git",0,0.2
418,22,1,Краснодар,male,developer,1,0,0,0,0,0,0,1,master,0,"Администрирование,Разработка ПО,Разработка сайта,HTML,CSS,JavaScript,PHP,C#,Python,Java",3,0.0
419,24,1,Голицыно,male,javadeveloper,1,0,1,1,0,0,1,0,unfinished_higher,0,"Django Framework,Python,JavaScript,MySQL,HTML,CSS,Git,Linux,HTML5,Nginx,C++,XML,ООП,Bootstrap,React Framework,Docker,Java",0,0.3
420,19,1,Москва,male,javadeveloper,0,0,0,0,0,0,0,1,unfinished_higher,0,"Обучаемость,Адаптивность,Целеустремленность,Аналитический склад ума",4,0.2
421,29,0,Саранск,male,javajun,1,0,0,1,0,1,0,0,master,45,"Java,SQL,Intellij IDEA,Spring,Vaadin",0,0.0
422,19,1,Москва,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,,0,0.0
423,24,1,Ижевск,male,javajun,1,1,1,1,0,1,1,0,bachelor,14,"Проектирование БД,SQL,ООП,Java,jQuery,Git,Ajax,PHP,HTML,CSS,MySQL,SQLite,MVC,C#,JavaScript,Spring Framework,Apache Maven,JDBC,Unit Testing,Spring Boot,Docker,Linux",1,0.0
424,20,1,Москва,male,developer,0,0,1,0,0,0,0,0,secondary,19,"HTML5,CSS3,JavaScript,jQuery,Bootstrap,адаптивная верстка,scss,Git,BEM,React",1,0.0
425,21,1,Москва,male,developer,0,0,0,0,0,0,0,1,higher,0,,0,0.0
426,29,0,Одинцово,male,developer,0,0,0,1,0,0,0,0,higher,103,"Oracle Pl/SQL,XML/Xslt,VBA",0,0.0
427,33,1,Москва,male,javadeveloper,1,0,1,1,1,0,0,0,higher,146,"Android,Java,MS SQL,Delphi,FirebirdSQL,Hibernate ORM,Git,SQL,Object Pascal/Delphi,Embarcadero Delphi,Oracle 11G,iOS,СУБД,PostgreSQL,REST,Swing",1,0.0
428,22,1,Армения,male,other,0,0,0,0,0,0,0,0,special_secondary,0,Обучаемость,1,0.0
429,30,0,Москва,male,javaintern,1,1,1,1,0,1,0,0,unfinished_higher,132,"Spring Framework,Java,Maven,MySQL,PostgreSQL,Intellij IDEA,Git,Linux",0,0.0
430,39,0,Екатеринбург,male,javajun,0,0,0,0,0,0,0,0,higher,122,"ответственное отношение к работе, обучаемость",1,0.0
431,24,1,Томск,male,javadeveloper,1,1,1,1,1,1,1,1,unfinished_higher,34,"Java,SQL Server,ООП,Android SDK,JavaEE,Apache Maven,Apache Tomcat,Spring Framework,REST,Git,MVC,JPA,PostgreSQL,Hibernate ORM,XML,JSP,Java SE,Linux,HTML,JSON API",0,0.0
432,27,0,Москва,female,other,1,0,0,1,0,0,0,0,higher,95,"Пользователь ПК,Поиск информации в интернет,MS PowerPoint,Работа с большим объемом информации,Телефонные переговоры,ORACLE,Деловая переписка,HTML,MySQL,CSS,Java",5,0.0
433,31,1,Нижний Новгород,male,javadeveloper,1,1,1,1,1,0,0,1,candidate,114,"PostgreSQL,Java SE,Hibernate ORM,СУБД,MS Office,Git,Apache Maven,Eclipse",1,0.0
434,19,0,Ташкент,male,developer,1,0,0,1,0,0,1,1,special_secondary,0,"С++,Java,MySQL,Swing,JavaFX,ООП,CSS3,HTML5,JavaScript",1,0.0
435,19,1,Москва,male,javaintern,1,0,1,1,0,1,0,1,special_secondary,0,"Java core,Git,PostgreSQL,JUnit,HTML/CSS,Spring core,Spring MVC,Spring boot",0,0.0
436,30,1,Пушкино (Московская область),female,other,0,0,0,0,0,0,0,0,master,0,,0,0.0
437,33,1,Москва,male,developer,0,0,0,0,0,0,0,0,candidate,131,,0,0.2
438,21,1,Воронеж,male,other,1,1,1,1,1,1,1,1,bachelor,0,"Spring Framework,Java,Hibernate ORM,SQL,ООП,Android,PostgreSQL,Apache Maven,JUnit,Git,Android SDK,Kotlin,MVVM,Dagger2,Retrofit,Glide,Room,okHttp,RxJava,Navigation Component",0,0.0
439,34,1,Калининград,male,javadeveloper,1,1,1,1,1,1,0,0,special_secondary,115,"Исполнительность,Ответственность,Обучаемость,Целеустремленность,Работа в команде,Работа с большим объемом информации,Ориентация на результат,Организаторские навыки,Внимательность к деталям,Java,Spring Framework,JavaScript,PostgreSQL,MySQL,Git,Работа с базами данных,HTML5,CSS3,Apache Maven,HTTP,JUnit,Hibernate ORM,JPA,Английский язык,Design Patterns",10,0.0
440,26,1,Оренбург,male,javajun,1,1,1,1,1,1,1,0,master,54,"Java SE,Spring Framework,Hibernate ORM,PostgreSQL,Apache Maven,Git,ООП,Thymeleaf,HTML,CSS,Liquibase,EJB,Oracle Database,jooq",0,0.0
441,22,1,Санкт-Петербург,male,javajun,1,0,1,1,1,0,1,1,bachelor,21,"Java,Git,Работа в команде,Intellij IDEA,JDBC,ООП,MySQL,SQL,HTML,Linux,XML,PostgreSQL,Hibernate",1,0.0
442,20,1,Москва,male,javaintern,1,1,1,1,1,1,1,1,unfinished_higher,0,"Работоспособность,Java Core,Java 8,Java collections framework,Solid,Apache Maven,JUnit,MySQL,XML,JAXP,JAXB,JDBC,Hibernate ORM,Spring Framework,Git,Apache Tomcat,HTML,Java SE,JSP,Intellij IDEA,ООП,Java,Java EE",1,0.0
443,20,1,Санкт-Петербург,male,javadeveloper,1,0,0,1,1,1,1,0,special_secondary,54,"Android,Android SDK,Java,Spring Framework,PostgreSQL,ООП,Hibernate ORM,Twitter Api,Telegram API,Liquibase",0,0.0
444,30,1,Тверь,male,javaintern,1,0,1,0,0,0,0,0,higher,97,"Intellij IDEA,Eclipse,Internet,AutoCAD,MS Word,MS Excel,Git,Java",0,0.0
445,25,1,Костомукша,male,developer,1,0,0,0,0,0,0,0,secondary,0,"Java,Python,Django Framework",0,0.0
446,21,1,Ростов-на-Дону,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,,0,0.0
447,33,1,Москва,male,javadeveloper,1,1,1,1,0,0,1,0,higher,80,"Java Core,Java 8,ООП,Java Servlets,JUnit,SQL,HTML,CSS,Git,Apache Maven,Apache Tomcat,Atlassian Jira",0,0.0
448,39,1,Одесса,male,developer,0,0,0,0,0,0,0,0,higher,210,"Windows, Linux, MS Office, знание C++, Java, HTML, PHP и принципы ООП Есть опыт работы с электронико,Настройка сетевых подключений,Linux,Администрирование сетевого оборудования,Администрирование серверов Windows,HTML,Ремонт ПК,Настройка ПК,Заключение договоров,TCP/IP,Монтаж оборудования,Техническая эксплуатация,Настройка ПО,Windows 7,Wifi networks,Настройка серверов,Информационные технологии,Техническое обслуживание,Техническая поддержка,Администрирование,Поиск информации в интернет,Консультирование,Контроль исправности оборудования,Objective-C,Python,Unity (C#),PyCharm,X-Code",18,0.2
449,25,1,Санкт-Петербург,male,javadeveloper,1,1,1,1,1,1,0,0,higher,7,"Java,SQL,PostgreSQL,Git,HTML5,CSS3,Apache Tomcat,Spring Framework,Hibernate ORM,Java Servlets,Apache Maven",0,0.0
450,23,1,Омск,male,javadeveloper,0,0,0,0,0,0,0,0,special_secondary,14,,0,0.0
451,21,1,Москва,female,javajun,1,0,0,1,0,0,1,1,unfinished_higher,0,"Ответственность,Java,ООП,MS SQL,Linux,Готовность к обучению,Стремление повышения знаний,MS Access",3,0.0
452,20,1,Челябинск,male,developer,0,0,1,1,0,0,0,0,secondary,12,"Работоспособность,Python,JavaScript,Git,HTML,MySQL,CSS,Django Framework,Bash,C#,PHP,PHP5,SQL",1,0.0
453,21,1,Магадан,male,javadeveloper,1,0,1,1,0,1,1,1,higher,10,"Java,Java Core,Spring Boot,Spring MVC,Spring Data,SQL,MySQL,SQLite,Git,Apache Tomcat,REST,ООП,MVC,HTTP,IDEF0,IDEF1,UML,HTML",0,0.0
454,40,1,Сургут,male,developer,1,0,1,1,0,0,1,0,higher,132,"CSS,HTML,JavaScipt,MySQL,Git,Linux,jQuery,ООП,SQL,Bootstrap,Yii,Ajax,PHP,Yii2",0,0.0
455,23,1,Москва,male,developer,0,0,1,1,0,0,0,1,unfinished_higher,0,"MS Word , Excell, Power point,Английский язык,Турецкий язык,C++,C,SQL,Swift,Xcode,MS Office,auto layout,Git,SQLite,MVC",1,0.0
456,22,1,Saint Petersburg,male,javadeveloper,1,1,1,1,1,1,0,1,unfinished_higher,25,"Исполнительность,Java Applets,Spring Framework,Java,Apache Maven,Java Servlets,JDBC,Hibernate ORM,Git,MySQL,PostgreSQL,Spring Security",1,0.0
457,26,1,Томск,male,javajun,0,0,0,0,0,0,0,0,master,13,"Коммуникабельность,Ответственность,Стремление к обучению",3,0.0
458,27,1,Королев,male,javajun,0,0,0,0,0,0,0,0,higher,73,"Ответственность,Целеустремленность,Аналитический склад ума,Способность к быстрому обучению,Умение работать с любой аппаратурой,Высокая работоспособность",6,0.0
459,28,1,Москва,male,developer,1,0,0,1,0,0,1,0,higher,37,"AutoCAD,Mathcad,SolidWorks,MS Office,производство,Проектирование,Проектно-конструкторская деятельность,Программирование,PHP,MATLAB,Java,MySQL,ООП,jQuery,Веб-программирование,Компас-3D,Разработка проектной документации,3D Моделирование,CATIA,SW Simulation,Компас 3D,arduino",9,0.0
460,26,0,Петрозаводск,male,developer,0,0,1,0,0,0,0,0,bachelor,16,"Веб-программирование,Python,JavaScript,Linux,Git",1,0.0
461,21,1,Москва,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,5,"Ответственность,Изучал языки программирования C#, Java, C++",2,0.0
462,21,1,Московский,male,other,0,0,0,0,0,0,0,0,secondary,35,"Стрессоустойчивость,Пользователь ПК",2,0.0
463,45,0,Красноусольский,male,developer,0,0,0,0,0,0,0,0,unfinished_higher,207,"Точность и внимательность к деталям,Аналитическое мышление",2,0.0
464,32,1,Сургут,male,developer,0,0,0,0,0,0,0,0,secondary,0,Работоспособность,1,0.0
465,28,1,Волгоград,female,developer,1,0,0,1,0,0,1,0,higher,89,"PHP,HTML,JavaScript,Yii2 Framework,Oracle Pl/SQL,Cистема управления версиями (git),CSS,ООП,Java",1,0.0
466,28,1,Новосибирск,male,javadeveloper,1,0,1,1,0,1,1,0,bachelor,59,"MS SQL,Cистемы управления базами данных,Java SE,Spring Framework,Java,ООП,Git,Английский язык,HTML,XML,PostgreSQL,SQL",1,0.2
467,19,0,Екатеринбург,male,javadeveloper,0,0,0,0,0,0,0,0,secondary,0,"Ответственность,Разработка (beck-end)различных проектов на java",2,0.3
468,33,1,Новосибирск,male,developer,1,0,1,1,0,0,1,1,unfinished_higher,0,"C#,Java SE,Git,ООП,SQL,Базы данных,Математическое программирование,Локальные сети,Английский язык - свободное владение",4,0.0
469,26,1,Санкт-Петербург,male,javadeveloper,1,0,0,1,0,1,0,0,higher,57,"Java,SQL,1C,Spring Framework,JavaScript,React",0,0.0
470,25,1,Туркестан,male,javadeveloper,1,0,1,1,0,0,0,0,bachelor,23,"Java,Linux,Git,PostgreSQL,MySQL,Работа с базами данных,Администрирование серверов Linux",2,0.0
471,24,1,Польша,male,other,0,0,0,0,0,0,0,1,master,27,"Исполнительность,Мотивация,Ведение переговоров,Работа в команде,Организаторские навыки,Управление персоналом,MS Office,MS Excel,SAP MM",6,0.0
472,23,1,Калуга,male,javadeveloper,1,1,1,1,1,0,1,0,unfinished_higher,37,"Java EE,Java SE,PostgreSQL,MongoDB,MyBatis,ООП,JDBC,Apache Maven,Hibernate ORM,Git,Linux,Apache Tomcat,JPA,Gitlab",0,0.0
473,36,1,Белореченск,male,javajun,1,0,0,1,0,0,0,0,higher,27,"Java,SQL,HTML,CSS3",0,0.0
474,26,1,Екатеринбург,male,javajun,1,0,1,0,0,0,0,0,higher,3,"Базовые знания sql (на уровне написания простых запросов),Java Core,Git",1,0.0
475,49,1,Магнитогорск,male,developer,1,0,0,0,0,0,0,0,higher,78,"Java,Android,Английский язык",0,0.0
476,38,1,Москва,male,javadeveloper,1,1,1,1,1,1,0,0,candidate,152,"Java,SQL,Spring,Hibernate,Maven,Git",0,0.2
477,29,0,Москва,female,javajun,1,0,1,1,0,0,0,0,higher,110,"технический английский,MS SQL,SQL,Atlassian Jira,Java junior,Git,Basic web (php, html, css, javascript, apache),My SQL,TFS,Atlassian Confluence",1,0.0
478,20,1,Вольгинский,male,developer,1,0,1,1,0,0,0,1,unfinished_higher,0,"MySQL,SQL,Git,Java,go,golang",0,0.0
479,29,1,Санкт-Петербург,female,javajun,1,0,1,1,0,0,0,0,higher,74,"Kali,Windows,Bash,Cisco,Java,SQL,Linux,MySQL,Git",0,0.0
480,44,1,Москва,male,javadeveloper,1,1,1,1,0,0,1,0,higher,8,"SQL,Тестирование,Java,Git,ООП,Intellij IDEA,Apache Maven,java core",1,0.3
481,21,1,Москва,male,developer,0,0,0,0,0,0,0,1,special_secondary,6,"C#,Visual Studio C#,VBA,C/C++,Adobe Photoshop,Turbo Pascal,CorelDRAW,Unity,1С программирование,1С: Бухгалтерия и склад,WPF,.NET Framework,PHP,JavaScript,Python,Unix",2,0.0
482,20,1,Нур-Султан,male,developer,0,0,0,0,0,0,0,1,higher,0,,0,0.0
483,25,1,Москва,male,javajun,1,0,0,1,1,1,0,0,higher,14,"Обучаемость,JUnit,HTML,CSS,SQL,XML,Java,Spring Framework,PostgreSQL,Hibernate ORM,REST,API,JSON API",1,0.0
484,29,1,Жуковский,male,other,0,0,0,1,0,0,0,0,higher,74,"Английский язык,Пользователь ПК,Ведение переговоров,Водительское удостоверение категории B,Грамотная речь,Деловое общение,Деловая коммуникация,Поиск информации в интернет,1С: Предприятие 8,Телефонные переговоры,Заключение договоров,Составление договоров,MS PowerPoint,Тестирование,Postman,Selenium IDE,JOGL,Atlassian Jira,Fiddler,TestPalm,Android Studio,HTML,CSS,MySQL,JavaScript,SOAP",12,0.0
485,29,1,Москва,male,javadeveloper,1,0,1,1,0,0,1,0,higher,34,"ООП,Git,Алгоритмы,Java Collections,SQL,Java",1,0.0
486,22,1,Москва,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,"Обучаемость,Упорство,C++,Python",2,0.3
487,25,1,Уфа,male,other,0,0,0,0,0,0,0,0,bachelor,67,"Пользователь ПК,Умение убеждать,Поиск информации в интернет,Работа с оргтехникой,Ведение документации,Деловая переписка,Водительское удостоверение категории B,Уголовный кодекс РФ,Телефонные переговоры,Юридическая документация,Умение работать в команде,Грамотная речь,Работа в команде,Работа с людьми,Ведение переговоров,Организаторские навыки,Работа с большим объемом информации,Протоколирование,Работа с документами,Consultant Plus,Деловое общение",20,0.0
488,35,1,Санкт-Петербург,male,other,0,0,0,0,0,0,0,0,higher,111,,0,0.0
489,32,1,Орск,female,other,0,0,0,0,0,0,0,0,higher,0,"Грамотная речь,приятный голос,Грамотность,Деловая переписка,Креативность,Телефонные переговоры,Ориентация на результат,Написание текстов,Работа с большим объемом информации",9,0.0
490,22,1,Алматы,male,javadeveloper,1,0,1,1,0,0,0,1,unfinished_higher,4,"Java,Python,C++,Linux,Git,SQL,MySQL,JavaScript,jQuery,Управление проектами,Креативность",2,0.0
491,20,0,Набережные Челны,male,developer,1,0,1,1,0,0,1,1,unfinished_higher,0,"Ответственность,Java,HTML,CSS,Git,Linux,SQL,ООП,Пунктуальность,Adobe Photoshop",2,0.0
492,24,1,Каменск-Шахтинский,male,developer,0,0,0,0,0,0,1,0,higher,0,"Пользователь ПК,Умение работать в команде,ООП,Работа с базами данных,Android SDK,Unreal Engine 4,C++",3,0.0
493,38,1,Чита,male,developer,0,0,1,0,0,0,0,0,higher,211,"JS Native,NODE.js, REST API,основы TypeScript,ESLint,Webpack,HTML, CSS (SCSS/SASS),Git,Экономический анализ,Договорная работа,Закупки,Сметы,Биржевые торги,Figma",6,0.2
494,22,0,Москва,male,developer,0,0,0,0,0,0,0,0,higher,3,"Ответственность,Высокая обучаемость,Неконфликтный,Общительный",4,0.0
495,42,1,Москва,male,javaintern,0,0,0,0,0,0,0,0,higher,147,Работоспособность,1,0.0
496,16,1,Саранск,male,other,0,0,0,0,0,0,0,1,special_secondary,0,Ответственность,1,0.0
497,32,1,Пермь,male,other,0,0,0,0,0,0,0,0,special_secondary,84,,0,0.0
498,20,1,Москва,male,javaintern,1,0,1,1,0,0,1,1,unfinished_higher,0,"Java,C++,Git,MS SQL,HTML5,Python,Android,ООП,Базы данных,MS Visual Studio,Intellij IDEA,Android SDK",1,0.0
499,20,1,Санкт-Петербург,male,other,0,0,0,0,0,0,0,0,special_secondary,0,,0,0.0
500,19,1,Казань,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,"Пользователь ПК,Офисная техника,Активные продажи,Cоциальный маркетинг,Adobe Photoshop",4,0.0
501,21,1,Москва,male,developer,1,0,0,1,0,0,1,1,unfinished_higher,28,"Обучаемость,Java SE,JavaScript,HTML,ООП,MySQL,Adobe Photoshop,MS PowerPoint,C++,Английский язык",1,0.0
502,32,1,Маркс,female,javadeveloper,1,0,1,1,0,0,1,0,higher,128,"SQL,XML,Eclipse,Git,Atlassian Jira,Java,ООП,HTML,CSS,MS SQL",0,0.0
503,33,1,Уфа,female,other,0,0,0,0,0,0,0,0,master,126,"MS Excel, аналитика,Статистика",2,0.0
504,20,1,Москва,male,developer,0,0,0,0,0,0,0,1,unfinished_higher,0,"C++,C/C++,MS Excel,MS Word,Visual Basic,HTML,HTML5,CSS,JavaScript",0,0.0
505,30,1,Пермь,male,javadeveloper,1,0,1,0,0,0,0,1,unfinished_higher,98,"Java Core,Git",0,0.2
506,16,1,Ленинское (Новосибирская область),female,other,0,0,0,0,0,0,0,0,secondary,0,Исполнительность,1,0.0
507,31,0,Москва,male,javadeveloper,1,1,1,1,1,1,0,0,higher,20,"Java,Apache Maven,Hibernate ORM,PostgreSQL,Apache Tomcat,JUnit,Intellij IDEA,JDBC,JSON API,Git,Spring Framework",0,0.3
508,31,1,Чебоксары,male,developer,0,0,0,0,0,0,0,0,higher,108,"Работоспособность,Исполнительность,Деловая коммуникация,Ведение переговоров,Деловая переписка,Управление персоналом,Работа в команде,Организаторские навыки,Ориентация на результат,Аналитическое мышление,MS Office,3ds Max,1С программирование",11,0.0
509,26,1,Новосибирск,male,developer,1,0,1,1,0,0,1,0,master,0,"Java,Intellij IDEA,SQL,Git,Android SDK,ООП",0,0.0
510,20,0,Казань,male,other,0,0,0,0,0,0,0,0,secondary,0,Обучаемость,1,0.0
511,21,1,Иркутск,male,developer,1,0,0,0,0,0,1,1,unfinished_higher,13,"HTML,JavaScript,jQuery,CSS3,CSS,Python,ООП,Java",0,0.0
512,31,1,Алматы,male,javadeveloper,1,0,1,1,0,0,1,0,bachelor,62,"Java,ООП,SQL,XML,HTML,CSS,Git,Gradle",0,0.2
513,31,0,Новосибирск,male,other,0,0,1,0,0,0,0,0,unfinished_higher,86,"HTML,CSS,JavaScript,Git,С,C++,Python,Linux,Haskell",1,0.2
514,19,1,Ярославль,male,other,0,0,0,0,0,0,0,1,unfinished_higher,0,"Работоспособность,Обучаемость,Уверенный пользователь ПК,Python,HTML5,CSS3,JavaScript",3,0.0
515,23,1,Санкт-Петербург,male,javadeveloper,1,1,1,1,1,1,1,1,unfinished_higher,84,"Java,Java SE,Java EE,SQL,JDBC,PostgreSQL,Hibernate ORM,JSP,Java Servlets,Apache Tomcat,Apache Maven,Git,Linux,Spring Boot,JSF,JavaScript,HTML,CSS,ООП",0,0.2
516,29,1,Москва,male,javadeveloper,1,0,1,1,1,1,0,0,higher,84,"C,C#,Java,HTML5,CSS,SQL,Git,JavaScript,Spring Framework,JPA,Hibernate ORM,PostgreSQL,Linux",0,0.0
517,22,1,Андижан,male,developer,1,0,0,0,0,1,0,0,higher,22,"PHP,Yii,Java,HTML,HTML5,CSS3,JavaScript,Веб-программирование,Spring Framework,Spring boot",1,0.3
518,23,1,Алчевск,male,javajun,1,1,0,1,0,0,0,1,master,19,"Java,SQL,Apache Maven,Gradle,HTML5,CSS3",0,0.2
519,22,0,Ташкент,male,other,1,0,1,1,1,1,0,1,bachelor,14,"Java,PostgreSQL,MySQL,Spring Boot,Git,Apache Tomcat,Hibernate ORM",0,0.0
520,26,1,Видное,female,javajun,1,0,0,1,0,0,1,0,higher,68,"ООП,Java,Java Syntax,Java Core,Oracle Pl/SQL,Управление проектами",1,0.0
521,30,1,Бишкек,male,other,0,0,1,1,0,0,0,0,higher,11,"русский,PHP,Jetbrains Phpstorm,JSON API,HTML,CSS3,oauth,JavaScript,react,Angular,Typescript,SQL,Npm,Node.js,Express js,MongoDB,БЭМ,Less,redux/mobx,material ui,Git,MySQL,Composer,Laravel,Symfony,Linux",2,0.0
522,28,1,Томск,male,javadeveloper,1,0,1,1,0,0,1,0,secondary,0,"Java,Visual Studio C#,ООП,Git,SQL,WPF,.NET Framework,MS SQL Server,Excel VBA",0,0.0
523,18,1,Сургут,male,developer,1,0,1,1,0,0,1,1,unfinished_higher,1,"Ответственность,Пунктуальность,Коммуникабельность,Позитив,Стрессоустойчивость,PHP,HTML,CSS,C++,Python,Git,ООП,Java,MySQL,Android",5,0.0
524,32,1,Saint Petersburg,male,javajun,1,0,1,1,0,0,1,0,higher,91,"Java Core,ООП,Intellij IDEA,Git,MS SQL,SQLite,MS Office,Аналитические исследования,Научная деятельность,Организацион,Организаторские навыки,Организация мероприятий,Ориентация на результат,Внимательность,Трудолюбие,Подготовка презентаций,Проведение презентаций,1С: Бухгалтерия,1С: Зарплата и управление персоналом,ВЭД,Импортные операции,Экспортные операции,Юридическая поддержка,Битрикс 24",17,0.0
525,30,0,Москва,male,javadeveloper,0,0,0,0,0,0,0,0,higher,38,Исполнительность,1,0.0
526,22,1,Москва,male,other,0,0,0,1,0,0,0,1,unfinished_higher,11,"Настройка ПК,Настройка ПО,Ремонт ПК,Сборка ПК,Настройка сетевых подключений,Пользователь ПК,Adobe Photoshop,Windows 7,Офисная техника,Техническое обслуживание,Windows Xp,MS PowerPoint,Поиск информации в интернет,1С: Предприятие 8,Adobe Illustrator,Internet,MS Access,Английский язык,Разработка ПО,Android,Администрирование сайтов,Наполнение контентом,Joomla CMS,HTML,Грамотность,Копирайтинг,Google Docs,Рерайтинг,SQL,Microsoft Access",16,0.0
527,20,1,Челябинск,female,other,0,0,0,0,0,0,0,0,secondary,13,"Владение ПК, среднее знание английского",1,0.0
528,23,1,Армавир,male,developer,1,1,1,1,0,0,1,1,unfinished_higher,0,"PHP,JavaScript,Git,HTML,jQuery,SQL,CSS,Laravel,Vue,MySQL,Linux,MVC,ООП,Ajax,ORM,Nginx,Java,Maven,C++,Qt,C#,ASP.NET",0,0.3
529,21,1,Москва,male,javadeveloper,1,0,0,1,0,1,0,1,unfinished_higher,18,"Spring Boot,Spring Mvc,MySQL,Java(Core),Collections Framework,Spring Framework,PostgreSQL",0,0.0
0,37,1,Екатеринбург,male,javajun,1,0,0,1,0,0,1,0,higher,43,"Аналитический склад ума,Английский язык,Java,SQL,PostgreSQL,Intellij IDEA,ООП,Business Intelligence Systems,Design Patterns",1,1
1,32,0,Санкт-Петербург,male,javadeveloper,1,0,0,1,1,1,1,0,higher,68,"Java 8,Spring Framework,Hibernate ORM,HTML,SQL,CSS,Java,PostgreSQL,Linux,Ajax,ООП",0,0.7
2,34,0,Подольск (Московская область),male,javadeveloper,1,0,0,1,0,0,1,0,higher,160,"Borland Delphi,Си,Java,C++,MySQL,Java SE,Pascal,ООП,JavaScript,React,Redux",1,0.7
3,25,1,Наро-Фоминск,male,javajun,0,0,0,0,0,0,0,0,secondary,0,,0,0.7
4,22,1,Зеленодольск (Республика Татарстан),male,javaintern,1,0,1,1,0,1,1,0,unfinished_higher,0,"Java,PostgreSQL,Git,Spring Framework,ООП,Английский язык",0,0.7
5,30,0,Ростов-на-Дону,male,javajun,1,1,0,1,1,1,1,0,higher,106,"Java,Spring Framework,Hibernate ORM,SQL,JUnit,Apache Maven,Linux,ООП,HTML,CSS,JavaScript",0,1
6,18,1,Москва,male,other,1,0,0,1,0,0,0,1,bachelor,23,"Adobe Photoshop,Microsoft Office,Cisco,PHP,MySQL,HTML,CSS,C++,Python,Java",0,0.0
7,24,1,Павлодар,male,developer,1,0,1,1,0,0,0,0,master,26,"Java,JavaScript,Git,CSS,HTML,Android,MS SQL,ASP.NET,C#,Android SDK,Firebase",0,0.0
